1 13.4807
2 13.516
3 13.5241
4 13.5725
5 13.5436
6 13.5533
7 13.563
8 13.662
9 13.6526
10 13.6341
11 13.6272
12 13.6274
13 13.6637
14 13.7222
15 13.7464
16 13.7318
17 13.6833
18 13.7132
